SentenceID,NounScore,VerbScore,"Noun Only   (1.0, 0.0)","Verb Only   (0.0, 1.0)","Equal       (0.5, 0.5)","Noun-heavy  (0.7, 0.3)","Verb-heavy  (0.3, 0.7)"
155,0.333333,0.571212,0.333333,0.571212,0.452273,0.404697,0.499848
156,0.136072,0.534311,0.136072,0.534311,0.335191,0.255544,0.414839
157,0.194444,0.187229,0.194444,0.187229,0.190837,0.19228,0.189394
158,0.247863,0.133117,0.247863,0.133117,0.19049,0.213439,0.167541
159,0.246337,0.325303,0.246337,0.325303,0.28582,0.270027,0.301613
160,0.290278,0.291255,0.290278,0.291255,0.290767,0.290571,0.290962
161,0.275488,0.089069,0.275488,0.089069,0.182279,0.219563,0.144995
162,0.133333,0.532513,0.133333,0.532513,0.332923,0.253087,0.412759
163,0.185714,0.077576,0.185714,0.077576,0.131645,0.153273,0.110017
164,0.169048,0.555876,0.169048,0.555876,0.362462,0.285096,0.439827
165,0.189394,0.288214,0.189394,0.288214,0.238804,0.21904,0.258568
166,0.272727,0.437218,0.272727,0.437218,0.354972,0.322074,0.387871
167,0.388889,0.684848,0.388889,0.684848,0.536869,0.477677,0.596061
168,0.35048,0.298701,0.35048,0.298701,0.324591,0.334946,0.314235
169,0.168182,0.197112,0.168182,0.197112,0.182647,0.176861,0.188433
170,0.372727,0.375219,0.372727,0.375219,0.373973,0.373475,0.374472
171,0.373016,0.717156,0.373016,0.717156,0.545086,0.476258,0.613914
172,0.369697,0.554798,0.369697,0.554798,0.462247,0.425227,0.499268
173,0.18209,0.404957,0.18209,0.404957,0.293524,0.24895,0.338097
174,0.250916,0.502165,0.250916,0.502165,0.37654,0.32629,0.42679
175,0.393519,0.721815,0.393519,0.721815,0.557667,0.492008,0.623326
176,0.356136,0.691836,0.356136,0.691836,0.523986,0.456846,0.591126
177,0.296296,0.660081,0.296296,0.660081,0.478189,0.405432,0.550946
178,0.351852,0.594237,0.351852,0.594237,0.473044,0.424567,0.521521
179,0.269144,0.327338,0.269144,0.327338,0.298241,0.286602,0.309879
180,0.239735,0.103117,0.239735,0.103117,0.171426,0.19875,0.144102
181,0.402083,0.767857,0.402083,0.767857,0.58497,0.511815,0.658125
182,0.20202,0.563889,0.20202,0.563889,0.382955,0.310581,0.455328
183,0.2,0.334583,0.2,0.334583,0.267292,0.240375,0.294208
184,0.355,0.353333,0.355,0.353333,0.354167,0.3545,0.353833
185,0.142857,0.585321,0.142857,0.585321,0.364089,0.275596,0.452582
186,0.144345,0.222792,0.144345,0.222792,0.183569,0.167879,0.199258
187,0.225694,0.414052,0.225694,0.414052,0.319873,0.282202,0.357545
188,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,0.288889,0.602381,0.288889,0.602381,0.445635,0.382937,0.508333
190,0.255682,0.064904,0.255682,0.064904,0.160293,0.198448,0.122137
191,0.142857,0.296603,0.142857,0.296603,0.21973,0.188981,0.25048
192,0.214286,0.845604,0.214286,0.845604,0.529945,0.403681,0.656209
193,0.192857,0.136607,0.192857,0.136607,0.164732,0.175982,0.153482
194,0.18254,0.441975,0.18254,0.441975,0.312257,0.26037,0.364145
195,0.214935,0.658333,0.214935,0.658333,0.436634,0.347955,0.525314
196,0.214286,0.686909,0.214286,0.686909,0.450597,0.356073,0.545122
197,0.195192,0.135714,0.195192,0.135714,0.165453,0.177349,0.153558
198,0.235926,0.426455,0.235926,0.426455,0.33119,0.293085,0.369296
199,0.169341,0.299905,0.169341,0.299905,0.234623,0.20851,0.260736
200,0.066667,0.312784,0.066667,0.312784,0.189725,0.140502,0.238949
201,0.2,0.656209,0.2,0.656209,0.428105,0.336863,0.519346
202,0.285714,0.674093,0.285714,0.674093,0.479904,0.402228,0.55758
203,0.240741,0.437037,0.240741,0.437037,0.338889,0.29963,0.378148
204,0.257407,0.844233,0.257407,0.844233,0.55082,0.433455,0.668185
205,0.190476,0.666667,0.190476,0.666667,0.428571,0.333333,0.52381
206,0.134615,0.291005,0.134615,0.291005,0.21281,0.181532,0.244088
207,0.265432,0.55581,0.265432,0.55581,0.410621,0.352545,0.468696
208,0.230159,0.44,0.230159,0.44,0.335079,0.293111,0.377048
209,0.081633,0.545685,0.081633,0.545685,0.313659,0.220848,0.40647
210,0.200612,0.354167,0.200612,0.354167,0.277389,0.246679,0.3081
211,0.205882,0.671895,0.205882,0.671895,0.438889,0.345686,0.532092
